a_m=0.0493,b_m=0.0254,c_m=0.0423,d_m=0.0058
time_s,source_pressure_pa,receiver_pressure_pa,piezo_voltage_v,piezo_voltage_envelope_v
1.6772727272727275e-06,-146.9065311602837,-271.3488834740717,-0.0012211725675591524,0.001241989821242868
1.6854545454545458e-06,-143.92543963287042,-283.6350321869572,-0.0012607681881841029,0.0013142115773736968
1.6936363636363638e-06,-138.1423768260722,-293.0052948078542,-0.0012864679937441823,0.0013903289926654214
1.701818181818182e-06,-129.25667337405943,-298.88039821287356,-0.0012962575709110167,0.0014705334480828768
1.7100000000000004e-06,-116.97827254640097,-300.65863855964716,-0.0012881329967620514,0.001555024610455047
1.7181818181818184e-06,-101.03414150495414,-297.7231678576881,-0.0012601330627556096,0.0016440107292041849
1.7263636363636367e-06,-81.17524435138033,-289.450540683793,-0.0012103744133815137,0.0017377089405809063
1.7345454545454547e-06,-57.18402770664479,-275.2205378351428,-0.0011370893559355113,0.0018363455794271073
1.742727272727273e-06,-28.882353997356297,-254.42726281980168,-0.0010386660280291007,0.0019401564984838273
1.7509090909090912e-06,3.860198740158283,-226.49148355361194,-0.0009136905373685307,0.00204938739524676
1.7590909090909093e-06,41.11776868474318,-190.8741655669503,-0.0007609906150125381,0.0021642941463557836
1.7672727272727275e-06,82.89948914189098,-147.09111458853886,-0.000579680249842621,0.0022851431494979022
1.7754545454545458e-06,129.14074738696672,-94.72861579612845,-0.0003692046995818499,0.002412211672780239
1.7836363636363638e-06,179.69457343796736,-33.45992460421011,-0.00012938520369990472,0.0025457882115204993
1.791818181818182e-06,234.3233253275083,36.937570032137025,0.00013953734262252436,0.002686172852383968
1.8000000000000003e-06,292.69085305870703,116.56472373581116,0.00043686055513808363,0.0028336776447780445
1.8081818181818184e-06,354.35533768376996,205.38280561234785,0.0007613814233904762,0.002988626979399834
1.8163636363636366e-06,418.7630144099649,303.1957426444973,0.0011113607708360723,0.0031513579738143725
