time_s,transmit_positive,transmit_negative,measured_positive,measured_negative,pulse_inversion_half_sum,recovered_harmonic,validation_true_nonlinear
1.6925e-05,-2.223611424642417e-86,2.223611424642417e-86,0.023328195816630128,0.0074818916747167495,0.015405043745673438,0.015405043745673438,-0.0004697913300386189
1.695e-05,-5.980531690714655e-87,5.980531690714655e-87,0.029991343141203348,0.035571050668645625,0.03278119690492449,0.03278119690492449,-0.0004697914018595583
1.6975e-05,-1.1610143757613624e-87,1.1610143757613624e-87,-0.013740636550000724,-0.002712220089015063,-0.008226428319507893,-0.008226428319507893,-0.00046979147408191506
1.7e-05,-2.6445490289605584e-101,2.6445490289605584e-101,0.018707803138081867,-0.00292211678711044,0.007892843175485713,0.007892843175485713,-0.00046979154670608774
1.7025e-05,1.5712620938542013e-88,-1.5712620938542013e-88,0.010383480749008592,0.013819161580582795,0.012101321164795693,0.012101321164795693,-0.0004697916197324581
1.705e-05,1.095372588097423e-88,-1.095372588097423e-88,-0.011548620668064256,0.011227129390514574,-0.00016074563877484065,-0.00016074563877484065,-0.0004697916931613752
1.7075e-05,5.511781658892435e-89,-5.511781658892435e-89,0.012645627387745823,0.018866162698326562,0.01575589504303619,0.01575589504303619,-0.00046979176699316863
1.71e-05,2.3629042728953098e-89,-2.3629042728953098e-89,0.007620727942999224,0.015102748304760725,0.011361738123879974,0.011361738123879974,-0.00046979184122814617
1.7125e-05,9.037733007640963e-90,-9.037733007640963e-90,0.018166717332964884,0.0002943220880846538,0.009230519710524769,0.009230519710524769,-0.00046979191586663926
1.715e-05,3.1188881606437406e-90,-3.1188881606437406e-90,-0.0019007026268161131,0.021356305000545465,0.009727801186864676,0.009727801186864676,-0.0004697919909090109
1.7175e-05,9.602832499231512e-91,-9.602832499231512e-91,-0.0012217055389599934,-0.0006577503428682605,-0.000939727940914127,-0.000939727940914127,-0.0004697920663556793
1.72e-05,2.51896939460397e-91,-2.51896939460397e-91,0.013907026380215064,-0.012901925094716528,0.0005025506427492679,0.0005025506427492679,-0.00046979214220711286
1.7225e-05,4.769395416646284e-92,-4.769395416646284e-92,0.02659839669649274,0.011429501985098239,0.019013949340795488,0.019013949340795488,-0.0004697922184637985
1.725e-05,8.693520722536577e-106,-8.693520722536577e-106,-0.015177977319279057,-0.005058452956057332,-0.010118215137668194,-0.010118215137668194,-0.0004697922951262098
1.7275e-05,-6.1398765913390245e-93,6.1398765913390245e-93,0.008127686804354882,0.007606606420199607,0.007867146612277245,0.007867146612277245,-0.00046979237219476255
