a_m=0.009246010048290298,b_m=0.002648018873008202,c_m=0.008575913291890601,d_m=0.005
time_s,source_pressure_pa,receiver_pressure_pa,piezo_voltage_v,piezo_voltage_envelope_v
3.593454545454546e-05,0.0,0.005580809286525195,1.0664257090388791e-08,1.4803232651630142e-08
3.594272727272728e-05,0.0,0.004661664565116874,9.186429322589983e-09,1.4271121333880578e-08
3.59509090909091e-05,0.0,0.0037608239436621458,7.701496020044249e-09,1.3754959040682173e-08
3.5959090909090916e-05,0.0,0.002888776771024719,6.228505143927205e-09,1.3254394656995389e-08
3.5967272727272735e-05,0.0,0.002054756602505501,4.7850532871974105e-09,1.2769079474481469e-08
3.597545454545455e-05,0.0,0.0012667122603749474,3.3871510402719322e-09,1.2298667403286663e-08
3.598363636363637e-05,0.0,0.0005312997532064981,2.049118656909552e-09,1.1842815173188488e-08
3.599181818181819e-05,0.0,-0.00014610645304668156,7.835114917445852e-10,1.1401182524222931e-08
3.600000000000001e-05,-0.0,-0.0007613844979580444,-3.989257070725905e-10,1.0973432386916561e-08
3.6008181818181826e-05,-0.0,-0.0013116203479744066,-1.4892769166017543e-09,1.0559231052262114e-08
3.6016363636363644e-05,-0.0,-0.0017950491002291522,-2.4804469447626744e-09,1.0158248331586201e-08
3.602454545454546e-05,-0.0,-0.0022109843546157296,-3.3671293646819674e-09,9.770157706466365e-09
3.603272727272728e-05,-0.0,-0.002559737665763924,-4.1457523416493925e-09,9.39463646886361e-09
3.60409090909091e-05,-0.0,-0.00284253007882408,-4.814404594167453e-09,9.03136585164792e-09
3.604909090909092e-05,-0.0,-0.003061397714352503,-5.372743863835004e-09,8.68003114969957e-09
3.6057272727272735e-05,-0.0,-0.0032190933011192733,-5.8218903586256944e-09,8.340321831773831e-09
3.6065454545454554e-05,-0.0,-0.0033189854645708037,-6.1643076820370396e-09,8.011931643334719e-09
3.607363636363637e-05,-0.0,-0.0033649574663734373,-6.403673768610682e-09,7.694558700550906e-09
3.608181818181819e-05,-0.0,-0.003361306960428964,-6.544744317022972e-09,7.387905575674982e-09
3.609000000000001e-05,-0.0,-0.0033126481864989743,-6.5932111482146615e-09,7.091679374012208e-09
3.609818181818183e-05,-0.0,-0.00322381786757502,-6.555557821162421e-09,6.805591802704065e-09
3.6106363636363645e-05,-0.0,-0.0030997859147630057,-6.43891471640339e-09,6.529359231547807e-09
3.611454545454546e-05,-0.0,-0.0029455718769446095,-6.250915651035869e-09,6.26270274608448e-09
3.6122727272727275e-05,-0.0,-0.0027661679048776215,-5.999557922456058e-09,6.005348193182107e-09
3.613090909090909e-05,-0.0,-0.002566468833517362,-5.693067495445175e-09,5.757026219353594e-09
3.613909090909091e-05,-0.0,-0.002351209824744387,-5.33977085225549e-09,5.517472302047199e-09
3.614727272727273e-05,-0.0,-0.002124911857653242,-4.94797482184665e-09,5.286426774148307e-09
3.615545454545455e-05,-0.0,-0.0018918352070811965,-4.5258554960693475e-09,5.063634841941401e-09
3.6163636363636366e-05,-0.0,-0.0016559409148161341,-4.081357130842352e-09,4.848846596772824e-09
3.6171818181818184e-05,-0.0,-0.0014208601332896128,-3.62210172250934e-09,4.641817020670574e-09
3.618e-05,-0.0,-0.0011898711095966765,-3.1553097465667764e-09,4.442305986167295e-09
3.618818181818182e-05,-0.0,-0.0009658834791500895,-2.6877323505603906e-09,4.250078250587126e-09
3.619636363636364e-05,-0.0,-0.0007514294536465145,-2.2255951075406665e-09,4.064903445050497e-09
3.620454545454546e-05,-0.0,-0.0005486614174955072,-1.7745532631346496e-09,3.886556058463752e-09
3.6212727272727276e-05,-0.0,-0.00035935539038339976,-1.3396582497539954e-09,3.7148154167603733e-09
3.6220909090909094e-05,-0.0,-0.00018491977092398315,-9.253350971292804e-10,3.5494656576652383e-09
3.622909090909091e-05,-0.0,-2.640874688863542e-05,-5.353702402799012e-10,3.390295701266973e-09
3.623727272727273e-05,-0.0,0.00011546025936904161,-1.7290911492874016e-10,3.237099216684634e-09
3.624545454545455e-05,-0.0,0.0002402857468081882,1.5953716334791728e-10,3.0896745851340634e-09
3.625363636363637e-05,0.0,0.0003479585237705826,4.6007681617791797e-10,2.9478248597042312e-09
3.6261818181818185e-05,0.0,0.0004386359436953156,7.27414954532471e-10,2.8113577221815394e-09
3.6270000000000003e-05,0.0,0.0005127145799715568,9.608245468895145e-10,2.680085437273917e-09
3.627818181818182e-05,0.0,0.0005708019000387034,1.1601117102386886e-09,2.5538248046178984e-09
3.628636363636364e-05,0.0,0.0006136874612575859,1.3255762413067447e-09,2.432397108988726e-09
3.629454545454546e-05,0.0,0.000642314108494041,1.45796830167647e-09,2.3156280691694988e-09
3.6302727272727276e-05,0.0,0.0006577496069603882,1.5584421536963717e-09,2.2033477860041433e-09
3.6310909090909095e-05,0.0,0.0006611590947952741,1.6285078155394205e-09,2.0953906902124734e-09
3.631909090909091e-05,0.0,0.0006537786892169417,1.6699814648615604e-09,1.991595490653244e-09
3.632727272727273e-05,0.0,0.000636890528878581,1.6849353726741833e-09,1.891805123818742e-09
3.633545454545455e-05,0.0,0.0006117994842240252,1.675648093758134e-09,1.7958667055020401e-09
3.634363636363637e-05,0.0,0.0005798117180324771,1.6445555786781353e-09,1.703631485762013e-09
3.6351818181818186e-05,0.0,0.0005422152306982133,1.5942038066494515e-09,1.6149548085557644e-09
3.6360000000000004e-05,0.0,0.0005002624797589989,1.527203469569144e-09,1.5296960777261265e-09
3.636818181818182e-05,0.0,0.0004551551213048423,1.4461871667768274e-09,1.447718731455151e-09
3.637636363636364e-05,0.0,0.00040803088260166524,1.3537694988060514e-09,1.3688902278388616e-09
3.638454545454546e-05,0.0,0.0003599525408832686,1.2525103776778187e-09,1.2930820449826933e-09
3.639272727272728e-05,0.0,0.00031189895302880465,1.1448818022071282e-09,1.2201697000062542e-09
3.6400909090909096e-05,0.0,0.0002647580548841001,1.0332382802606399e-09,1.1500327926862285e-09
3.6409090909090914e-05,0.0,0.00021932172734572488,9.197910167219617e-10,1.0825550813062342e-09
3.641727272727273e-05,0.0,0.00017628240896623934,8.065859267391391e-10,1.017624600828506e-09
3.642545454545455e-05,0.0,0.00013623132164222867,6.954854792013034e-10,9.551338370463594e-10
3.643363636363637e-05,0.0,9.965816673085902e-05,5.88154325707318e-10,8.949799754073095e-10
3.644181818181819e-05,0.0,6.695214346387883e-05,4.860486258476619e-10,8.370652503736751e-10
3.6450000000000005e-05,0.0,3.840413949835498e-05,3.904089405673892e-10,7.812974315848084e-10
3.645818181818182e-05,0.0,1.420994452905776e-05,3.0225653178481143e-10,7.275904983475996e-10
3.646636363636364e-05,0.0,-5.525658273838368e-06,2.2239287823375417e-10,6.758655766429321e-10
3.647454545454546e-05,0.0,-2.0784062029708084e-05,1.5140219455460457e-10,6.260522470084002e-10
3.648272727272728e-05,0.0,-3.162739796218388e-05,8.965672273362783e-11,5.780903837852847e-10
3.6490909090909096e-05,0.0,-3.819261036060705e-05,3.7324551807450245e-11,5.319327668362146e-10
3.6499090909090915e-05,0.0,-4.0685154867575016e-05,-5.620287069943152e-12,4.875488327267679e-10
3.650727272727273e-05,-0.0,-3.937241857916183e-05,-3.938570792713481e-11,4.4493013037635854e-10
3.651545454545455e-05,-0.0,-3.4576948352342174e-05,-6.434769866792503e-11,4.0409835728370504e-10
3.652363636363637e-05,-0.0,-2.6669561576507588e-05,-8.103494837280767e-11,3.6511733365508735e-10
3.653181818181819e-05,-0.0,-1.6062401809963994e-05,-9.011222599980074e-11,3.281109811526094e-10
3.6540000000000006e-05,-0.0,-3.2019904052308332e-06,-9.236275666819557e-11,2.9329028995338364e-10
3.6548181818181824e-05,-0.0,1.1437685187362722e-05,-8.866983338943777e-11,2.609929888142763e-10
3.655636363636364e-05,-0.0,2.736201511313177e-05,-7.999789249046593e-11,2.317385118721533e-10
3.656454545454546e-05,-0.0,4.4062519587521255e-05,-6.737327045945669e-11,2.0629276123861312e-10
3.657272727272728e-05,-0.0,6.102349364283994e-05,-5.1864848888458375e-11,1.857107210244793e-10
3.65809090909091e-05,-0.0,7.772853284069812e-05,-3.4564782909846234e-11,1.7127017603922164e-10
3.6589090909090915e-05,-0.0,9.366693227817508e-05,-1.6569497291549863e-11,1.6416998269804543e-10
3.6597272727272734e-05,-0.0,0.00010833995326036881,1.0388766124235754e-12,1.650052814653605e-10
3.660545454545455e-05,-0.0,0.00012126695248452165,1.7210460398394393e-11,1.7338896631540895e-10
3.661363636363637e-05,-0.0,0.00013199136753872,3.094483197861071e-11,1.8811990989805312e-10
3.662181818181819e-05,-0.0,0.00014008655005622373,4.130732951754199e-11,2.0772389180632332e-10
3.663000000000001e-05,-0.0,0.00014516143411422416,4.7444321475002624e-11,2.3088887160996603e-10
3.6638181818181825e-05,-0.0,0.00014686602258335383,4.859731652143364e-11,2.5662151570643077e-10
3.664636363636364e-05,-0.0,0.00014489666830883703,4.411579483720065e-11,2.842289971317707e-10
3.665454545454546e-05,-0.0,0.00013900112044733348,3.346864970092241e-11,3.1324730817873243e-10
3.666272727272728e-05,-0.0,0.0001289832992281848,1.625413546326458e-11,3.4337252826932503e-10
3.66709090909091e-05,-0.0,0.00011470775510427557,-7.791774815325162e-12,3.744093377118058e-10
3.6679090909090916e-05,-0.0,9.610376096877288e-05,-3.878871141907092e-11,4.0623568937076895e-10
3.6687272727272735e-05,-0.0,7.316897910900053e-05,-7.670699129621052e-11,4.3877930616646597e-10
3.669545454545455e-05,-0.0,4.597263811854506e-05,-1.2136453581255743e-10,4.720021360300625e-10
3.670363636363637e-05,-0.0,1.4658149361500674e-05,-1.7242568684640646e-10,5.058900065867075e-10
3.671181818181819e-05,-0.0,-2.0554911960035862e-05,-2.2940197481802343e-10,5.404456586512412e-10
3.672000000000001e-05,-0.0,-5.936953929229808e-05,-2.9165488068399476e-10,5.756839879301442e-10
3.6728181818181826e-05,-0.0,-0.00010141082056716369,-3.584006209466281e-10,6.116287462008592e-10
3.6736363636363644e-05,-0.0,-0.00014622633704868272,-4.287169702134947e-10,6.48310220479848e-10
3.674454545454546e-05,-0.0,-0.00019328751274614507,-5.015521196814071e-10,6.857635772332198e-10
3.675272727272728e-05,0.0,-0.000241991987737031,-5.75735552078853e-10,7.240276655414238e-10
3.67609090909091e-05,0.0,-0.0002916670823001201,-6.499908940722575e-10,7.631441415543944e-10
3.676909090909092e-05,0.0,-0.0003415744100091829,-7.229506859840474e-10,8.031568209338491e-10
3.6777272727272735e-05,0.0,-0.0003909156868455347,-7.931729859843869e-10,8.441111951358253e-10
3.6785454545454554e-05,0.0,-0.0004388397699639907,-8.59159701879923e-10,8.860540668198701e-10
3.679363636363637e-05,0.0,-0.00048445094405137016,-9.193765184413011e-10,9.290332727839345e-10
3.680181818181819e-05,0.0,-0.0005268184553602822,-9.72274262178659e-10,9.730974718286329e-10
3.681000000000001e-05,0.0,-0.0005649872736447004,-1.0163115189123325e-09,1.0182959811706452e-09
3.681818181818183e-05,0.0,-0.0005979900405791528,-1.049978292783509e-09,1.0646786494155453e-09
3.6826363636363645e-05,0.0,-0.0006248601400714101,-1.0718204689398059e-09,1.1122957572049454e-09
3.683454545454546e-05,0.0,-0.0006446458014900424,-1.0804648164736595e-09,1.1611979388877186e-09
3.684272727272728e-05,0.0,-0.0006564251215818692,-1.0746442438079495e-09,1.211436120197855e-09
3.68509090909091e-05,0.0,-0.0006593218651534471,-1.05322299611985e-09,1.2630614681002142e-09
3.685909090909092e-05,0.0,-0.0006525218788779736,-1.0152214641457314e-09,1.3161253498640192e-09
3.686727272727273e-05,0.0,-0.0006352899273401634,-9.59840256339853e-10,1.3706792990715492e-09
3.687545454545455e-05,0.0,-0.0006069867361498157,-8.864831724462306e-10,1.4267749867808963e-09
3.6883636363636366e-05,0.0,-0.0005670860041641695,-7.94778706596289e-10,1.4844641964318782e-09
3.6891818181818184e-05,0.0,-0.0005151911260982806,-6.845997025978462e-10,1.543798801383057e-09
3.69e-05,0.0,-0.00045105134861588936,-5.560807835818104e-10,1.6048307441917476e-09
3.690818181818182e-05,0.0,-0.000374577067920389,-4.096331830702888e-10,1.66761201692319e-09
3.691636363636364e-05,0.0,-0.00028585396543097543,-2.4595661516047667e-10,1.7321946419200125e-09
3.692454545454546e-05,0.0,-0.00018515567083143998,-6.604783819874141e-11,1.7986306525638749e-09
3.6932727272727275e-05,0.0,-7.295463908136275e-05,1.2879441076184232e-10,1.866972073660768e-09
3.6940909090909094e-05,0.0,5.006906970055907e-05,3.3696840413587446e-10,1.9372709011397558e-09
3.694909090909091e-05,0.0,0.0001830214108715997,5.565725923502606e-10,2.009579080824074e-09
3.695727272727273e-05,0.0,0.0003247906664345457,7.854131685208277e-10,2.0839484860680405e-09
3.696545454545455e-05,0.0,0.00047404671749143594,1.021016196941885e-09,2.1604308941052074e-09
3.697363636363637e-05,0.0,0.0006292435234439842,1.2606444192045175e-09,2.2390779609708206e-09
3.6981818181818185e-05,0.0,0.0007886250220612661,1.501318792534007e-09,2.319941194900798e-09
3.699e-05,0.0,0.0009502346272068551,1.7398447509135754e-09,2.4030719281214614e-09
3.699818181818182e-05,0.0,0.0011119284578784176,1.972843111397478e-09,2.488521286970148e-09
3.700636363636364e-05,-0.0,0.0012713923835514125,2.196785476500602e-09,2.576340160299564e-09
3.701454545454546e-05,-0.0,0.0014261629170405272,2.408033909566889e-09,2.6665791661332718e-09
3.7022727272727276e-05,-0.0,0.001573651927722001,2.6028845845523853e-09,2.759288616549574e-09
3.7030909090909095e-05,-0.0,0.001711175085638368,2.7776150357881514e-09,2.8545184807869458e-09
3.703909090909091e-05,-0.0,0.0018359838814888385,2.928534558157049e-09,2.9523183465653983e-09
3.704727272727273e-05,-0.0,0.0019453009996552803,3.0520372349469454e-09,3.052737379634451e-09
3.705545454545455e-05,-0.0,0.002036358752187649,3.1446570006768067e-09,3.1558242815580013e-09
3.706363636363637e-05,-0.0,0.0021064402121274955,3.203124080725368e-09,3.261627245758876e-09
3.7071818181818186e-05,-0.0,0.0021529226158179086,3.2244220899050545e-09,3.3701939118499383e-09
3.7080000000000004e-05,-0.0,0.002173322537132634,3.2058450194985513e-09,3.481571318280045e-09
3.708818181818182e-05,-0.0,0.002165342273104295,3.145053297949454e-09,3.5958058533368815e-09
3.709636363636364e-05,-0.0,0.002126916821519042,3.0401280755604485e-09,3.7129432045434545e-09
3.710454545454546e-05,-0.0,0.002056260777959767,2.8896228592929075e-09,3.8330283064977455e-09
3.711272727272728e-05,-0.0,0.001951914433798417,2.6926116110969174e-09,3.956105287204322e-09
3.7120909090909095e-05,-0.0,0.0018127883190031605,2.4487324229867388e-09,4.08221741295146e-09
3.7129090909090914e-05,-0.0,0.001638205405524595,2.1582258950575675e-09,4.211407031793314e-09
3.713727272727273e-05,-0.0,0.0014279401695611856,1.8219673693596137e-09,4.343715515699118e-09
3.714545454545455e-05,-0.0,0.0011822537051751757,1.4414922133976265e-09,4.479183201431354e-09
3.715363636363637e-05,-0.0,0.0009019240884029177,1.0190134021676372e-09,4.6178493302265026e-09
3.716181818181819e-05,-0.0,0.0005882712108914666,5.574307170473623e-10,4.759751986347933e-09
3.7170000000000005e-05,-0.0,0.00024317533573541277,6.033096325122715e-11,4.904928034583819e-09
3.717818181818182e-05,-0.0,-0.00013091132407159952,-4.680212955540839e-10,5.053413056775482e-09
3.718636363636364e-05,-0.0,-0.0005309606421873718,-1.0227028772423263e-09,5.2052412874487875e-09
3.719454545454546e-05,-0.0,-0.0009533727919935676,-1.598161266189949e-09,5.3604455486432975e-09
3.720272727272728e-05,-0.0,-0.0013939891078284658,-2.1882541816052455e-09,5.519057184016042e-09
3.7210909090909096e-05,-0.0,-0.001848113962946757,-2.7862994265445054e-09,5.6811059923210925e-09
3.7219090909090915e-05,-0.0,-0.0023105459173611374,-3.3851348664089305e-09,5.846620160349812e-09
3.722727272727273e-05,-0.0,-0.0027756182620749716,-3.977188231604649e-09,6.0156261954322705e-09
3.723545454545455e-05,-0.0,-0.0032372489496972625,-4.554556281399394e-09,6.1881488575980295e-09
3.724363636363637e-05,-0.0,-0.003688999756648686,-5.109092707034283e-09,6.364211091496035e-09
3.725181818181819e-05,0.0,-0.004124144370963256,-5.632503994186094e-09,6.543833958179516e-09
3.7260000000000006e-05,0.0,-0.00453574494412316,-6.116452310368571e-09,6.727036566859224e-09
3.7268181818181824e-05,0.0,-0.004916736487686638,-6.552664334326118e-09,6.9138360067370235e-09
3.727636363636364e-05,0.0,-0.005260018338098686,-6.9330448044454855e-09,7.104247279026349e-09
3.728454545454546e-05,0.0,-0.005558551758565655,-7.2497934342377664e-09,7.298283229275968e-09
3.729272727272728e-05,0.0,-0.005805462597882169,-7.495523727505008e-09,7.495954480107814e-09
3.73009090909091e-05,0.0,-0.005994147785338831,-7.663382126307083e-09,7.697269364489142e-09
3.7309090909090915e-05,0.0,-0.006118384311046964,-7.747165843554996e-09,7.902233859652395e-09
3.7317272727272734e-05,0.0,-0.006172439224900255,-7.741437671067995e-09,8.110851521786084e-09
3.732545454545455e-05,0.0,-0.006151179087585603,-7.641636015127482e-09,8.323123421616172e-09
3.733363636363637e-05,0.0,-0.006050177226067556,-7.444178396566717e-09,8.539048080997484e-09
3.734181818181819e-05,0.0,-0.005865817086142441,-7.146556662582711e-09,8.758621410642732e-09
3.735000000000001e-05,0.0,-0.005595389938110714,-6.7474221937599866e-09,8.981836649107969e-09
3.7358181818181825e-05,0.0,-0.005237185180202835,-6.2466594529002295e-09,9.208684303163149e-09
3.736636363636364e-05,0.0,-0.004790571499655582,-5.645446312432084e-09,9.439152089669088e-09
3.737454545454546e-05,0.0,-0.004256067194456175,-4.946299714291224e-09,9.673224879088539e-09
3.738272727272728e-05,0.0,-0.0036353980305411583,-4.153105359663349e-09,9.910884640755084e-09
3.73909090909091e-05,0.0,-0.0029315411100191494,-3.2711302948796976e-09,1.0152110390025263e-08
3.7399090909090916e-05,0.0,-0.0021487533556903,-2.3070174526408777e-09,1.039687813743965e-08
3.7407272727272734e-05,0.0,-0.0012925833751929233,-1.2687614227614143e-09,1.0645160840013999e-08
3.741545454545455e-05,0.0,-0.0003698656534592813,-1.6566496152584281e-10,1.089692835478922e-08
3.742363636363637e-05,0.0,0.000611303766751339,9.91723999146915e-10,1.1152147394754663e-08
3.743181818181819e-05,0.0,0.001641610721710373,2.1916948152527772e-09,1.14107814872751e-08
3.744000000000001e-05,0.0,0.0027105858305388397,3.4214757624112797e-09,1.1672790935130676e-08
3.7448181818181826e-05,0.0,0.00380668694153679,4.667354246993527e-09,1.1938132780298148e-08
3.7456363636363644e-05,0.0,0.004917400907880438,5.914814720580336e-09,1.2206760770580671e-08
3.746454545454546e-05,0.0,0.006029364180036332,7.148693135289969e-09,1.247862532920453e-08
3.747272727272728e-05,0.0,0.00712850139613517,8.3533464964321e-09,1.2753673527491916e-08
3.74809090909091e-05,0.0,0.008200180843364777,9.512835797536307e-09,1.3031849060720417e-08
3.748909090909092e-05,0.0,0.009229385357949177,1.0611120365480532e-08,1.3313092227271949e-08
3.7497272727272735e-05,0.0,0.01020089693342119,1.1632261404586277e-08,1.35973399111751e-08
3.7505454545454554e-05,-0.0,0.011099493021714117,1.2560632312405521e-08,1.3884525568141983e-08
3.751363636363637e-05,-0.0,0.011910152244162264,1.338113315057166e-08,1.4174579215187414e-08
3.752181818181819e-05,-0.0,0.012618266984820123,1.4079406495353874e-08,1.4467427423932934e-08
3.753000000000001e-05,-0.0,0.013209860121450964,1.4642051767918114e-08,1.4762993317672415e-08
3.7538181818181827e-05,-0.0,0.01367180296472979,1.505683505689048e-08,1.506119657228972e-08
3.7546363636363645e-05,-0.0,0.013992031327964923,1.5312891398272186e-08,1.536195342109919e-08
3.755454545454546e-05,-0.0,0.01415975654187408,1.5400916472236548e-08,1.5665176663692836e-08
3.756272727272728e-05,-0.0,0.014165668165075751,1.5313344714414934e-08,1.5970775678848834e-08
3.75709090909091e-05,-0.0,0.014002125123834657,1.504451092195116e-08,1.6278656441580195e-08
3.757909090909092e-05,-0.0,0.013663332046457664,1.4590792562191754e-08,1.658872154436362e-08
3.7587272727272736e-05,-0.0,0.013145497640104318,1.3950730164078418e-08,1.690087022261887e-08
3.7595454545454554e-05,-0.0,0.012446972091433646,1.3125123388078214e-08,1.7214998384467836e-08
3.760363636363637e-05,-0.0,0.011568360657442309,1.2117100628148689e-08,1.7530998644825013e-08
3.7611818181818184e-05,-0.0,0.010512610848220777,1.0932160296366429e-08,1.784876036384827e-08
3.762e-05,-0.0,0.009285070887485416,9.578182274396009e-09,1.8168169689775638e-08
3.762818181818182e-05,-0.0,0.007893517467110107,8.06540838220825e-09,1.8489109606174354e-08
3.763636363636364e-05,-0.0,0.006348151185118692,6.406391109048081e-09,1.8811459983609297e-08
3.764454545454546e-05,-0.0,0.004661558468531107,4.615910269692855e-09,1.9135097635743378e-08
3.7652727272727275e-05,-0.0,0.0028486392281264674,2.71085768513812e-09,1.9459896379867543e-08
3.7660909090909094e-05,-0.0,0.0009264999659175592,7.100904351417965e-10,1.9785727101853646e-08
3.766909090909091e-05,-0.0,-0.0010856874484108075,-1.3657463156483311e-09,2.011245782551577e-08
3.767727272727273e-05,-0.0,-0.003166860605570485,-3.4944254624578083e-09,2.0439953786360045e-08
3.768545454545455e-05,-0.0,-0.0052942737450125945,-5.652371173872297e-09,2.0768077509691673e-08
3.769363636363637e-05,-0.0,-0.0074437355419500195,-7.814916839159694e-09,2.109668889304545e-08
3.7701818181818185e-05,-0.0,-0.009589875222483972,-9.95658500248794e-09,2.1425645292894373e-08
3.771e-05,-0.0,-0.011706434243834158,-1.205138615234089e-08,2.1754801615584306e-08
3.771818181818182e-05,-0.0,-0.013766580308994386,-1.407313288338187e-08,2.2084010412440096e-08
3.772636363636364e-05,-0.0,-0.015743240050272396,-1.5995765636740145e-08,2.2413121978970458e-08
3.773454545454546e-05,-0.0,-0.017609446321934414,-1.779368595885226e-08,2.2741984458103632e-08
3.7742727272727276e-05,-0.0,-0.019338695695979347,-1.9442093003695396e-08,2.3070443947368314e-08
3.7750909090909094e-05,0.0,-0.020905311463806642,-2.0917318843003304e-08,2.3398344609933714e-08
3.775909090909091e-05,0.0,-0.022284807216452353,-2.2197158047646812e-08,2.372552878941077e-08
3.776727272727273e-05,0.0,-0.0234542459126076,-2.3261186963802883e-08,2.4051837128313465e-08
3.777545454545455e-05,0.0,-0.024392589251368144,-2.4091068131981295e-08,2.4377108690063404e-08
3.778363636363637e-05,0.0,-0.02508103214916566,-2.467083538669054e-08,2.4701181084429874e-08
3.7791818181818186e-05,0.0,-0.025503317180093802,-2.4987155329803055e-08,2.502389059626853e-08
3.7800000000000004e-05,0.0,-0.02564602397720747,-2.502956109087189e-08,2.5345072317437994e-08
3.780818181818182e-05,0.0,-0.025498828809476983,-2.479065457109806e-08,2.5664560281746075e-08
3.781636363636364e-05,0.0,-0.025054729843812667,-2.4266273711722602e-08,2.5982187602789115e-08
3.782454545454546e-05,0.0,-0.024310233971569825,-2.3455621728710577e-08,2.6297786614524722e-08
3.783272727272728e-05,0.0,-0.023265501520573384,-2.2361355709183912e-08,2.661118901442808e-08
3.7840909090909095e-05,0.0,-0.021924445682109307,-2.0989632465708313e-08,2.6922226009061013e-08
3.7849090909090914e-05,0.0,-0.020294784051475938,-1.9350110086026764e-08,2.7230728461889988e-08
3.785727272727273e-05,0.0,-0.01838804030341683,-1.745590419114827e-08,2.7536527043174e-08
3.786545454545455e-05,0.0,-0.016219494691881376,-1.5323498516230216e-08,2.783945238174542e-08
3.787363636363637e-05,0.0,-0.013808082767971668,-1.2972610048225394e-08,2.8139335218494927e-08
3.7881818181818187e-05,0.0,-0.011176242440726843,-1.0426009583194416e-08,2.8436006561375178e-08
3.7890000000000005e-05,0.0,-0.008349710252006759,-7.709299195553966e-09,2.8729297841724258e-08
3.789818181818182e-05,0.0,-0.00535726848810434,-4.850648732238346e-09,2.9019041071713836e-08
3.790636363636364e-05,0.0,-0.0022304454954470416,-1.8804940476085832e-09,2.930506900271767e-08
3.791454545454546e-05,0.0,0.0009968277057050817,1.1687997291078985e-09,2.9587215284396617e-08
3.792272727272728e-05,0.0,0.004288600718814799,4.263306061888151e-09,2.986531462428961e-08
3.7930909090909096e-05,0.0,0.00760732253329437,7.36793168358393e-09,3.0139202947701e-08
3.7939090909090914e-05,0.0,0.010914290700901,1.0446833307543946e-08,3.040871755766533e-08
3.794727272727273e-05,0.0,0.014170125334103407,1.3463851219325036e-08,3.067369729478393e-08
3.795545454545455e-05,0.0,0.01733526186429609,1.638295427452318e-08,3.093398269670011e-08
3.796363636363637e-05,0.0,0.02037045610818901,1.9168690582444317e-08,3.118941615701172e-08
3.797181818181819e-05,0.0,0.02323729488904123,2.1786637985548406e-08,3.1439842083382855e-08
3.7980000000000006e-05,0.0,0.02589870525191499,2.4203848354996697e-08,3.1685107054650255e-08
3.7988181818181824e-05,0.0,0.02831945520371551,2.6389279715746922e-08,3.1925059976692375e-08
3.799636363636364e-05,0.0,0.030466638902900592,2.8314210291805142e-08,3.2159552236848346e-08
3.800454545454546e-05,-0.0,0.03231013932229,2.9952628723580507e-08,3.2388437856657924e-08
3.801272727272728e-05,-0.0,0.03382306161167142,3.1281594953659756e-08,3.261157364271811e-08
3.80209090909091e-05,-0.0,0.03498213069354145,3.228156660234327e-08,3.282881933541969e-08
3.8029090909090915e-05,-0.0,0.035768047032350446,3.293668605636334e-08,3.3040037755370475e-08
3.8037272727272733e-05,-0.0,0.036165795020429915,3.323502396853132e-08,3.324509494726967e-08
3.804545454545455e-05,-0.0,0.03616489901618888,3.316877540671886e-08,3.3443860321042864e-08
3.805363636363637e-05,-0.0,0.035759622744492486,3.2734405490574286e-08,3.363620679001404e-08
3.806181818181819e-05,-0.0,0.03494910851630727,3.19327420057762e-08,3.382201090592237e-08
3.8070000000000007e-05,-0.0,0.0337374535343703,3.076901317962105e-08,3.400115299057612e-08
3.8078181818181825e-05,-0.0,0.03213372141235354,2.9252829528816975e-08,3.4173517263951375e-08
3.808636363636364e-05,-0.0,0.030151887934338078,2.7398109440379457e-08,3.433899196854288e-08
3.809454545454546e-05,-0.0,0.0278107210062129,2.522294890894174e-08,3.449746948977998e-08
3.810272727272728e-05,-0.0,0.02513359568713378,2.2749436617741834e-08,3.46488464723284e-08
3.81109090909091e-05,-0.0,0.022148246123340383,2.000341630505203e-08,3.4793023932100397e-08
3.8119090909090916e-05,-0.0,0.018886457124230264,1.701419909192408e-08,3.492990736380402e-08
3.8127272727272734e-05,-0.0,0.015383699007530102,1.3814229150102804e-08,3.505940684386912e-08
3.813545454545455e-05,-0.0,0.011678710182921694,1.0438706750427323e-08,3.518143712859436e-08
3.814363636363637e-05,-0.0,0.007813032728363922,6.92517334215707e-09,3.5295917747361744e-08
3.815181818181819e-05,-0.0,0.0038305069281666278,3.3130638632661218e-09,3.54027730907807e-08
3.816000000000001e-05,-0.0,-0.00022326862483630205,-3.5676803750249886e-10,3.5501932493625716e-08
3.8168181818181826e-05,-0.0,-0.004301504219178721,-4.042545781503626e-09,3.5593330312436804e-08
3.8176363636363644e-05,-0.0,-0.008356805922126136,-7.702080236673258e-09,3.5676905997671055e-08
3.818454545454546e-05,-0.0,-0.012341774267318808,-1.1293288047987642e-08,3.575260416028517e-08
3.819272727272728e-05,-0.0,-0.01620960659684898,-1.4774711137445181e-08,3.582037463265769e-08
3.82009090909091e-05,-0.0,-0.01991469482127672,-1.8106030540350944e-08,3.588017252374469e-08
3.820909090909092e-05,-0.0,-0.023413210380679186,-2.1248567791129955e-08,3.593195826839744e-08
3.8217272727272735e-05,-0.0,-0.02666366833003573,-2.4165767213302538e-08,3.597569767075374e-08
3.8225454545454553e-05,-0.0,-0.029627462731572293,-2.6823652702995647e-08,3.601136194164927e-08
