a_m=0.009246010048290298,b_m=0.002648018873008202,c_m=0.008575913291890601
time_s,source_pressure_pa,receiver_pressure_pa,receiver_envelope_pa
4.868181818181819e-05,-0.0,-0.000299908043889413,0.000301869497072497
4.869000000000001e-05,-0.0,-0.0003045844232978198,0.0003045933431258557
4.869818181818183e-05,-0.0,-0.00030485061535714226,0.00030740261368259603
4.8706363636363646e-05,-0.0,-0.000300654182910833,0.00031029288818159624
4.8714545454545465e-05,-0.0,-0.0002920052849216507,0.0003132520653493382
4.872272727272728e-05,-0.0,-0.0002789769994654306,0.000316282416210889
4.87309090909091e-05,-0.0,-0.00026170475806753754,0.00031936492518418375
4.873909090909092e-05,-0.0,-0.00024038489420482424,0.00032250820417720265
4.874727272727274e-05,-0.0,-0.0002152723215665402,0.0003256872179522107
4.8755454545454556e-05,0.0,-0.0001866773702770429,0.00032891618423465233
4.8763636363636374e-05,0.0,-0.0001549618215455009,0.00033216524534572165
4.877181818181819e-05,0.0,-0.00012053419294047609,0.0003354531632538948
4.8780000000000004e-05,0.0,-8.384433751429129e-05,0.0003387466861295286
4.878818181818182e-05,0.0,-4.537743015756992e-05,0.00034206780606084697
4.879636363636364e-05,0.0,-5.647423695650208e-06,0.0003453814560934009
4.880454545454546e-05,0.0,3.480993479169633e-05,0.00034871137614361075
4.881272727272728e-05,0.0,7.544443025871882e-05,0.00035202232923395603
4.8820909090909095e-05,0.0,0.00011569894612064949,0.0003553382419080339
4.8829090909090913e-05,0.0,0.00015501716451796205,0.00035862533368867495
4.883727272727273e-05,0.0,0.00019285129181650167,0.0003619061666798291
4.884545454545455e-05,0.0,0.0002286697000114707,0.00036514994420777154
4.885363636363637e-05,0.0,0.0002619643755567697,0.0003683764073380322
4.8861818181818186e-05,0.0,0.0002922580695700657,0.00037155909821803634
4.8870000000000005e-05,0.0,0.00031911104733685033,0.00037471365052310624
4.887818181818182e-05,0.0,0.00034212734049986025,0.0003778190654953293
4.888636363636364e-05,0.0,0.00036096041219720694,0.00038088581739962446
4.889454545454546e-05,0.0,0.0003753181536050226,0.00038389920270706694
4.890272727272728e-05,0.0,0.0003849671397296443,0.0003868637685754093
4.8910909090909096e-05,0.0,0.0003897360827438559,0.0003897716241867271
4.8919090909090914e-05,0.0,0.00038951843251989896,0.0003926209404399287
4.892727272727273e-05,0.0,0.0003842740861141483,0.0003954108195362976
4.893545454545455e-05,0.0,0.00037403018062832547,0.00039813294301404173
4.894363636363637e-05,0.0,0.0003588809569241956,0.0004007932470937768
4.895181818181819e-05,0.0,0.0003389866949106348,0.0004033771474996821
4.8960000000000006e-05,0.0,0.0003145717343588242,0.00040589693010435225
4.8968181818181824e-05,0.0,0.00028592160823905853,0.0004083322892435854
4.897636363636364e-05,0.0,0.0002533793282208504,0.0004107010796919599
4.898454545454546e-05,0.0,0.0002173408740518903,0.00041297810877365386
4.899272727272728e-05,0.0,0.00017824994985385752,0.00041518576536913194
4.90009090909091e-05,-0.0,0.00013659208077738302,0.00041729504988421973
4.9009090909090915e-05,-0.0,9.288813279178384e-05,0.0004193316499036215
4.901727272727273e-05,-0.0,4.768734651164094e-05,0.00042126402960295417
4.902545454545455e-05,-0.0,1.5599827649909854e-06,0.00042311980110153956
4.903363636363637e-05,-0.0,-4.4910317010172285e-05,0.0004248662904473478
4.904181818181819e-05,-0.0,-9.113434856985259e-05,0.00042653158853339624
4.9050000000000006e-05,-0.0,-0.00013652523156519302,0.00042808334068697136
4.9058181818181825e-05,-0.0,-0.00018050625509001105,0.00042954866851019845
4.906636363636364e-05,-0.0,-0.00022251857286839606,0.00043089698357276214
4.907454545454546e-05,-0.0,-0.0002620286412952313,0.00043215305599136596
4.908272727272728e-05,-0.0,-0.0002985352974955087,0.000433289431994705
4.90909090909091e-05,-0.0,-0.0003315763799922042,0.0004343272778377289
4.9099090909090916e-05,-0.0,-0.00036073480138359266,0.00043524350091560574
4.9107272727272734e-05,-0.0,-0.00038564399052537946,0.00043605459794826757
4.911545454545455e-05,-0.0,-0.00040599263096758323,0.0004367428662749715
4.912363636363637e-05,-0.0,-0.0004215286326695157,0.0004373193015162272
4.913181818181819e-05,-0.0,-0.00043206228515222387,0.0004377723761128233
4.914000000000001e-05,-0.0,-0.00043746855207852303,0.0004381070231399377
4.9148181818181825e-05,-0.0,-0.0004376884795997207,0.0004383183975673504
4.9156363636363644e-05,-0.0,-0.0004327297034922519,0.0004384051018384958
4.916454545454546e-05,-0.0,-0.00042266605293896136,0.00043836918207601814
4.917272727272728e-05,-0.0,-0.00040763626159870517,0.0004382029450776543
4.91809090909091e-05,-0.0,-0.00038784180916553475,0.00043791523057198965
4.918909090909092e-05,-0.0,-0.0003635439287612745,0.00043749238381296854
4.9197272727272735e-05,-0.0,-0.0003350598270573588,0.0004369496408025275
4.920545454545455e-05,-0.0,-0.0003027581748183131,0.0004362680012652983
4.921363636363637e-05,-0.0,-0.00026705393544707105,0.00043546841993917826
4.922181818181819e-05,-0.0,-0.00022840260795190472,0.0004345274194588535
4.923000000000001e-05,-0.0,-0.00018729396842278963,0.00043347074725460724
4.9238181818181826e-05,-0.0,-0.00014424540049716482,0.0004322715294205094
4.9246363636363645e-05,-0.0,-9.979491032787791e-05,0.00043095917380896144
4.925454545454546e-05,0.0,-5.449392517782295e-05,0.0004295046533466488
4.926272727272728e-05,0.0,-8.899976915968148e-06,0.00042793974871984915
4.92709090909091e-05,0.0,3.6430627641056825e-05,0.0004262346297781273
4.927909090909092e-05,0.0,8.095004840628743e-05,0.0004244220644277439
4.9287272727272736e-05,0.0,0.00012412596684465555,0.0004224728157373191
4.9295454545454554e-05,0.0,0.0001654483587325329,0.000420419216424221
4.930363636363637e-05,0.0,0.0002044358946489101,0.0004182340029156176
4.931181818181819e-05,0.0,0.00024064188424149018,0.00041594767613712736
4.932000000000001e-05,0.0,0.00027365968770178445,0.00041353624822756447
4.932818181818183e-05,0.0,0.00030312752629552044,0.00041102707887082746
4.9336363636363645e-05,0.0,0.00032873263309350577,0.00040840062214793626
4.9344545454545464e-05,0.0,0.0003502146950856873,0.0004056799317638533
4.935272727272728e-05,0.0,0.00036736854847921574,0.00040285088126145976
4.93609090909091e-05,0.0,0.00038004610001481066,0.00039993124973354425
4.936909090909092e-05,0.0,0.0003881574584164202,0.00039691307438295204
4.937727272727274e-05,0.0,0.0003916712714483166,0.0003938081301968549
4.9385454545454555e-05,0.0,0.00039061427532355964,0.0003906150942076302
4.939363636363637e-05,0.0,0.00038507007422284217,0.00038733927976020095
4.940181818181819e-05,0.0,0.0003751771782826263,0.00038398618863896654
4.941000000000001e-05,0.0,0.0003611263384440219,0.00038055450810415143
4.941818181818183e-05,0.0,0.0003431572258785907,0.0003770564477906734
4.9426363636363646e-05,0.0,0.00032155451219768676,0.00037348420595194727
4.9434545454545465e-05,0.0,0.00029664341419637357,0.00036985628402918543
4.944272727272728e-05,0.0,0.00026878477338484075,0.0003661588250372506
4.94509090909091e-05,0.0,0.00023836974593907748,0.0003624159230647224
4.945909090909092e-05,0.0,0.00020581418289569888,0.0003586083782890724
4.946727272727274e-05,0.0,0.00017155278338037587,0.0003547649240736931
4.9475454545454556e-05,0.0,0.00013603310537295367,0.0003508619781151844
4.9483636363636374e-05,0.0,9.970951897264167e-05,0.00034693174615549853
4.949181818181819e-05,0.0,6.303718634963928e-05,0.00034294742957573135
4.950000000000001e-05,-0.0,2.6466150588612266e-05,0.00033894337689610403
4.950818181818183e-05,-0.0,-9.564387504956507e-06,0.0003348908932503339
4.951636363636365e-05,-0.0,-4.4631529784702646e-05,0.0003308250364265111
4.952454545454546e-05,-0.0,-7.833380870071953e-05,0.0003267166298492773
4.953272727272728e-05,-0.0,-0.00011029591929084527,0.0003225999673310816
4.9540909090909095e-05,-0.0,-0.0001401729986416376,0.00031844683525624726
4.954909090909091e-05,-0.0,-0.00016765440382918715,0.00031428931711162595
4.955727272727273e-05,-0.0,-0.0001924669474937178,0.0003101015707062969
4.956545454545455e-05,-0.0,-0.00021437755876307628,0.0003059121157160308
4.957363636363637e-05,-0.0,-0.00023319534608202426,0.0003016987884018093
4.9581818181818186e-05,-0.0,-0.00024877304748798667,0.0002974853462166726
4.9590000000000005e-05,-0.0,-0.00026100786286206246,0.00029325444841772706
4.959818181818182e-05,-0.0,-0.00026984167154317246,0.0002890241023634744
4.960636363636364e-05,-0.0,-0.00027526064729534546,0.0002847827184225526
4.961454545454546e-05,-0.0,-0.00027729429084196204,0.00028054182257432006
4.962272727272728e-05,-0.0,-0.0002760139079124353,0.00027629624374034636
4.9630909090909096e-05,-0.0,-0.00027153056788191404,0.00027205058626118123
4.9639090909090914e-05,-0.0,-0.0002639925845307134,0.0002678064719818921
4.964727272727273e-05,-0.0,-0.0002535825661287729,0.0002635614555660013
4.965545454545455e-05,-0.0,-0.00024051408689749551,0.00025932401407691055
4.966363636363637e-05,-0.0,-0.0002250280358668977,0.0002550848436445011
4.967181818181819e-05,-0.0,-0.0002073887021937904,0.00025085902204351613
4.9680000000000005e-05,-0.0,-0.00018787965811446782,0.00024663088963751954
4.9688181818181824e-05,-0.0,-0.00016679950186602535,0.00024242156337439327
4.969636363636364e-05,-0.0,-0.00014445752313272913,0.0002382098205744176
4.970454545454546e-05,-0.0,-0.00012116935288178669,0.00023402197257681008
4.971272727272728e-05,-0.0,-9.725265788368306e-05,0.00022983228157251868
4.97209090909091e-05,-0.0,-7.302293781448092e-05,0.00022567116193214772
4.9729090909090915e-05,-0.0,-4.878947966981638e-05,0.0002215096175423774
4.973727272727273e-05,-0.0,-2.4851520351445986e-05,0.00021738087574213146
4.974545454545455e-05,-0.0,-1.494663795622218e-06,0.00021325409211680644
4.975363636363637e-05,0.0,2.1012406014732338e-05,0.00020916387518049435
4.976181818181819e-05,0.0,4.242088028230125e-05,0.00020507903259947793
4.9770000000000006e-05,0.0,6.250441881770568e-05,0.00020103404412551078
4.9778181818181825e-05,0.0,8.106135766519201e-05,0.0001969988930038791
4.978636363636364e-05,0.0,9.791651316586253e-05,0.00019300640964652586
4.979454545454546e-05,0.0,0.00011292257096946837,0.00018902923052167215
4.980272727272728e-05,0.0,0.00012596105474229713,0.0001850970741219791
4.98109090909091e-05,0.0,0.00013694287542184553,0.00018118659405078687
4.9819090909090916e-05,0.0,0.00014580846775161992,0.00017732305926248878
4.9827272727272734e-05,0.0,0.0001525275264120677,0.00017348832661747026
4.983545454545455e-05,0.0,0.00015709835927485847,0.0001697020653919534
4.984363636363637e-05,0.0,0.00015954688008368035,0.00016595228643783688
4.985181818181819e-05,0.0,0.0001599252671492552,0.00016225215216071658
4.986000000000001e-05,0.0,0.00015831031839205937,0.00015859649413268252
4.9868181818181825e-05,0.0,0.00015480153623635413,0.0001549913496509576
4.9876363636363644e-05,0.0,0.0001495189784280694,0.00015143871640491916
4.988454545454546e-05,0.0,0.00014260091280234057,0.00014793721164309238
4.989272727272728e-05,0.0,0.00013420131535923756,0.00014449599925770847
4.99009090909091e-05,0.0,0.00012448725172220783,0.00014110632558329676
4.990909090909092e-05,0.0,0.00011363618216520675,0.0001377841666239467
4.9917272727272735e-05,0.0,0.00010183322992266619,0.00013451379670559427
4.992545454545455e-05,0.0,8.926845147176468e-05,0.00013131730328354307
4.993363636363637e-05,0.0,7.613414593742192e-05,0.00012817272688249126
4.994181818181819e-05,0.0,6.262223876168987e-05,0.00012510724404640505
4.995000000000001e-05,0.0,4.892177234972155e-05,0.00012209371184182492
4.9958181818181826e-05,0.0,3.521653360674087e-05,0.00011916309403322248
4.9966363636363644e-05,0.0,2.168284517039279e-05,0.00011628438303961935
4.997454545454546e-05,0.0,8.487543779829356e-06,0.00011349080718083392
4.998272727272728e-05,0.0,-4.213834331660175e-06,0.00011074902237363255
4.99909090909091e-05,0.0,-1.6278644818166827e-05,0.00010809285130874
4.999909090909092e-05,0.0,-2.757849092916199e-05,0.0001054882782769732
5.0007272727272736e-05,-0.0,-3.800033486389124e-05,0.0001029679873333779
5.0015454545454554e-05,-0.0,-4.744735981782009e-05,0.00010049900973573333
5.002363636363637e-05,-0.0,-5.583958139821201e-05,9.811118684408943e-05
5.003181818181819e-05,-0.0,-6.31142105734872e-05,9.577427988497863e-05
5.004000000000001e-05,-0.0,-6.922577361972945e-05,9.351370587315127e-05
5.004818181818183e-05,-0.0,-7.414599759860468e-05,9.130351281499189e-05
5.0056363636363645e-05,-0.0,-7.786347271150347e-05,8.916332322140952e-05
5.0064545454545464e-05,-0.0,-8.03831053981361e-05,8.707281619857563e-05
5.007272727272728e-05,-0.0,-8.172537826212345e-05,8.504473963691897e-05
5.00809090909091e-05,-0.0,-8.192543479407473e-05,8.306545933811933e-05
5.008909090909092e-05,-0.0,-8.103200841253732e-05,8.114012092571572e-05
5.0097272727272737e-05,-0.0,-7.910621654993496e-05,7.926248295239834e-05
5.0105454545454555e-05,-0.0,-7.622024137567941e-05,7.74297555036458e-05
5.011363636363637e-05,-0.0,-7.245591927898225e-05,7.564340533355958e-05
5.012181818181819e-05,-0.0,-6.790326144029333e-05,7.389278678134665e-05
5.013000000000001e-05,-0.0,-6.265892771654766e-05,7.218698118636376e-05
5.013818181818183e-05,-0.0,-5.682467566861636e-05,7.050797477352756e-05
5.0146363636363646e-05,-0.0,-5.050580589064276e-05,6.887196597988129e-05
5.0154545454545464e-05,-0.0,-4.380962388540583e-05,6.725444048465597e-05
5.016272727272728e-05,-0.0,-3.6843937595345275e-05,6.567784045993639e-05
5.01709090909091e-05,-0.0,-2.971560837421383e-05,6.411235078924207e-05
5.017909090909092e-05,-0.0,-2.252917169805066e-05,6.258545640310422e-05
5.018727272727274e-05,-0.0,-1.5385542294612938e-05,6.106350968289816e-05
5.0195454545454556e-05,-0.0,-8.380816646351682e-06,5.957757448371298e-05
5.0203636363636374e-05,-0.0,-1.6051840230090417e-06,5.809183255807667e-05
5.021181818181819e-05,-0.0,4.85804464461673e-06,5.6639276742546886e-05
5.022000000000001e-05,-0.0,1.0933282600472088e-05,5.518369189256478e-05
5.022818181818183e-05,-0.0,1.6553382214432242e-05,5.375824782249774e-05
5.023636363636365e-05,-0.0,2.1660215280462903e-05,5.2328133807769346e-05
5.0244545454545465e-05,-0.0,2.620511666966539e-05,5.0924929540641056e-05
5.0252727272727283e-05,0.0,3.0149191054029966e-05,4.951697440815117e-05
5.02609090909091e-05,0.0,3.346348403881859e-05,4.81325619281282e-05
5.026909090909091e-05,0.0,3.6129020562910105e-05,4.674479241065764e-05
5.027727272727273e-05,0.0,3.813671483579621e-05,4.537713055473654e-05
5.028545454545455e-05,0.0,3.948715736924904e-05,4.4008840402168926e-05
5.029363636363637e-05,0.0,4.01902858254153e-05,4.265724505626059e-05
5.0301818181818186e-05,0.0,4.0264947436999934e-05,4.1308901708816506e-05
5.0310000000000005e-05,0.0,3.9738361656192174e-05,3.997397821085145e-05
5.031818181818182e-05,0.0,3.864549245575207e-05,3.864712447907018e-05
5.032636363636364e-05,0.0,3.702834033939173e-05,3.733070000388223e-05
5.033454545454546e-05,0.0,3.493516462280391e-05,3.602787059093551e-05
5.034272727272728e-05,0.0,3.2419646926356224e-05,3.473294835710898e-05
5.0350909090909096e-05,0.0,2.9540007080803183e-05,3.3457625995678845e-05
5.0359090909090914e-05,0.0,2.635808279347206e-05,3.2188389444709104e-05
5.036727272727273e-05,0.0,2.293838445969827e-05,3.0945033324178204e-05
5.037545454545455e-05,0.0,1.9347136439259176e-05,2.9706938289407793e-05
5.038363636363637e-05,0.0,1.5651315957624853e-05,2.8501129680431185e-05
5.039181818181819e-05,0.0,1.191770054465775e-05,2.7301137227353553e-05
5.0400000000000005e-05,0.0,8.211934595825203e-06,2.6139904870703596e-05
5.0408181818181824e-05,0.0,4.5976252387963364e-06,2.4986927305273575e-05
5.041636363636364e-05,0.0,1.1354772166229524e-06,2.387933754994995e-05
5.042454545454546e-05,0.0,-2.117524037150661e-06,2.2784991520152607e-05
5.043272727272728e-05,0.0,-5.108872550468909e-06,2.1743107881444397e-05
5.04409090909091e-05,0.0,-7.791237258245833e-06,2.0722875190836133e-05
5.0449090909090915e-05,0.0,-1.0123085503669072e-05,1.9763180616024128e-05
5.045727272727273e-05,0.0,-1.2069228098816427e-05,1.8838018306843575e-05
5.046545454545455e-05,0.0,-1.3601280231842892e-05,1.798327076117739e-05
5.047363636363637e-05,0.0,-1.4698033331420066e-05,1.718146130909066e-05
5.048181818181819e-05,0.0,-1.534573385851597e-05,1.6462543199786705e-05
5.0490000000000006e-05,0.0,-1.5538265886975658e-05,1.58209111587133e-05
5.0498181818181824e-05,0.0,-1.5277235254068243e-05,1.5277306370078364e-05
5.050636363636364e-05,-0.0,-1.4571954007214347e-05,1.4839751117439772e-05
5.051454545454546e-05,-0.0,-1.343932484058137e-05,1.4516057473941543e-05
5.052272727272728e-05,-0.0,-1.190362620132376e-05,1.4326611995485356e-05
5.05309090909091e-05,-0.0,-9.996199744707537e-06,1.4262858557705487e-05
5.0539090909090916e-05,-0.0,-7.755042823821433e-06,1.435309048593071e-05
5.0547272727272734e-05,-0.0,-5.224309706321288e-06,1.4571586804533116e-05
5.055545454545455e-05,-0.0,-2.453726211065601e-06,1.494916287311448e-05
5.056363636363637e-05,-0.0,5.020765552730216e-07,1.5447206189311704e-05
5.057181818181819e-05,-0.0,3.584302715409264e-06,1.6095282785388307e-05
5.058000000000001e-05,-0.0,6.730798810724989e-06,1.6850135275987948e-05
5.0588181818181825e-05,-0.0,9.876919186769476e-06,1.7737875048725225e-05
5.0596363636363644e-05,-0.0,1.2956440257610427e-05,1.8718815337719197e-05
5.060454545454546e-05,-0.0,1.5902513553695532e-05,1.9813705611383296e-05
5.061272727272728e-05,-0.0,1.8648646754115177e-05,2.0991906438426535e-05
5.06209090909091e-05,-0.0,2.112970128555072e-05,2.2266913387451472e-05
5.0629090909090917e-05,-0.0,2.3282894548428586e-05,2.3619704319993277e-05
5.0637272727272735e-05,-0.0,2.504879441798359e-05,2.5055091687292585e-05
5.064545454545455e-05,-0.0,2.6372293375706637e-05,2.6566218062880676e-05
5.065363636363637e-05,-0.0,2.720354946536064e-05,2.8148580616117745e-05
5.066181818181819e-05,-0.0,2.749888124623814e-05,2.9806822131967832e-05
5.067000000000001e-05,-0.0,2.722160404230258e-05,3.1527321022706124e-05
5.0678181818181826e-05,-0.0,2.6342795066182893e-05,3.33248485514507e-05
5.0686363636363644e-05,-0.0,2.4841975437508728e-05,3.51775526044969e-05
5.069454545454546e-05,-0.0,2.2707697719800245e-05,3.7108544466413616e-05
5.070272727272728e-05,-0.0,1.993802837053397e-05,3.908913847817925e-05
5.07109090909091e-05,-0.0,1.6540915433831367e-05,4.1148760560318514e-05
5.071909090909092e-05,-0.0,1.2534432900809335e-05,4.325362294300696e-05
5.0727272727272736e-05,-0.0,7.94689441332886e-06,4.543733098699212e-05
5.0735454545454554e-05,-0.0,2.816830384917501e-06,4.766291042980799e-05
5.074363636363637e-05,-0.0,-2.8071758523571524e-06,4.996600155236245e-05
5.075181818181819e-05,0.0,-8.866795607780235e-06,5.230841791664333e-05
5.076000000000001e-05,0.0,-1.5294407065812444e-05,5.4725765041329924e-05
5.076818181818183e-05,0.0,-2.2013691307282517e-05,5.718057377076433e-05
5.0776363636363645e-05,0.0,-2.8940369310206057e-05,5.970649151064462e-05
5.0784545454545463e-05,0.0,-3.5983075156264666e-05,6.226856640546365e-05
5.079272727272728e-05,0.0,-4.304435868211821e-05,6.4896770663696e-05
5.08009090909091e-05,0.0,-5.00218088337752e-05,6.756027240924083e-05
5.080909090909092e-05,0.0,-5.680928703550636e-05,7.028390646474123e-05
5.0817272727272736e-05,0.0,-6.329825800137385e-05,7.304231338401867e-05
5.0825454545454555e-05,0.0,-6.937920362642459e-05,7.585402069620302e-05
5.083363636363637e-05,0.0,-7.494310392462577e-05,7.870020449211277e-05
5.084181818181819e-05,0.0,-7.988296746012073e-05,8.15922336046328e-05
5.085000000000001e-05,0.0,-8.409539237559525e-05,8.451856712952626e-05
5.085818181818183e-05,0.0,-8.748213798399188e-05,8.748289751446634e-05
5.0866363636363646e-05,0.0,-8.995168598317848e-05,9.048138442125685e-05
5.0874545454545464e-05,0.0,-9.142076970023682e-05,9.350986436736062e-05
5.088272727272728e-05,0.0,-9.181584939219998e-05,9.657228231833053e-05
5.08909090909091e-05,0.0,-9.107451153960468e-05,9.965677145593065e-05
5.089909090909092e-05,0.0,-8.914677028154545e-05,0.00010277482176629968
5.090727272727274e-05,0.0,-8.599624966624155e-05,0.00010590733181984459
5.0915454545454556e-05,0.0,-8.160122623551438e-05,0.00010907278917907032
5.0923636363636374e-05,0.0,-7.595551262591254e-05,0.00011224561718418263
5.093181818181819e-05,0.0,-6.906916434889719e-05,0.00011545047357615865
5.094000000000001e-05,0.0,-6.0968993697874355e-05,0.00011865632227270419
5.094818181818183e-05,0.0,-5.169887680700219e-05,0.00012189291959723232
5.095636363636365e-05,0.0,-4.1319842237594096e-05,0.00012512500017130946
5.0964545454545465e-05,0.0,-2.9909932069997187e-05,0.00012838614644627983
5.097272727272728e-05,0.0,-1.756382930423077e-05,0.00013163825927712256
5.09809090909091e-05,0.0,-4.392248388334785e-06,0.00013491732370628
5.098909090909092e-05,0.0,9.478911138202265e-06,0.00013818391332052186
5.099727272727274e-05,0.0,2.390964461808158e-05,0.00014147489601445672
5.1005454545454556e-05,-0.0,3.874714924953506e-05,0.00014475107717068378
5.1013636363636375e-05,-0.0,5.3827348068778686e-05,0.0001480486500244858
5.1021818181818186e-05,-0.0,6.897661760182988e-05,0.00015133020276670537
5.1030000000000004e-05,-0.0,8.401370257084716e-05,0.00015462971888672983
5.103818181818182e-05,-0.0,9.875179789020585e-05,0.0001579130514676044
5.104636363636364e-05,-0.0,0.00011300077521333348,0.00016121052159683553
5.105454545454546e-05,-0.0,0.0001265695285418163,0.00016449260140675493
5.106272727272728e-05,-0.0,0.00013926841093026682,0.00016778463707830697
5.1070909090909096e-05,-0.0,0.00015091173215862574,0.00017106289112639206
5.1079090909090914e-05,-0.0,0.00016132028544024577,0.00017434661572152246
5.108727272727273e-05,-0.0,0.00017032386982802588,0.0001776188036922421
5.109545454545455e-05,-0.0,0.00017776377400574903,0.0001808917340929355
5.110363636363637e-05,-0.0,0.00018349518663514727,0.0001841557984653065
5.111181818181819e-05,-0.0,0.00018738949839213604,0.0001874157015336178
5.1120000000000005e-05,-0.0,0.00018933646128299665,0.0001906696006579284
5.1128181818181823e-05,-0.0,0.00018924617179178312,0.00019391433027231853
5.113636363636364e-05,-0.0,0.00018705084587583386,0.0001971558615258848
5.114454545454546e-05,-0.0,0.00018270635579104282,0.00020038318319352453
5.115272727272728e-05,-0.0,0.0001761935011779895,0.00020360980423710914
5.1160909090909097e-05,-0.0,0.00016751898975138148,0.00020681721528888482
5.1169090909090915e-05,-0.0,0.0001567161062784832,0.0002100258719806164
5.117727272727273e-05,-0.0,0.00014384505227082707,0.00021321042600267977
5.118545454545455e-05,-0.0,0.00012899294290471047,0.00021639739564345177
5.119363636363637e-05,-0.0,0.00011227345208014727,0.00021955553998005375
5.120181818181819e-05,-0.0,9.382610116854019e-05,0.00022271629814517955
5.1210000000000006e-05,-0.0,7.381519182384683e-05,0.00022584373295715828
5.1218181818181824e-05,-0.0,5.242838817372778e-05,0.00022897285127056194
5.122636363636364e-05,-0.0,2.9874958696892427e-05,0.0002320644178283747
5.123454545454546e-05,-0.0,6.383693059757658e-06,0.00023515549873576405
5.124272727272728e-05,-0.0,-1.7799485942836233e-05,0.00023820510339474393
5.12509090909091e-05,0.0,-4.2414190495614296e-05,0.00024125075632042725
5.1259090909090916e-05,0.0,-6.718848661308165e-05,0.00024425133497286457
5.1267272727272734e-05,0.0,-9.18420302817219e-05,0.00024724319627751265
5.127545454545455e-05,0.0,-0.00011608938368379609,0.0002501867221616302
5.128363636363637e-05,0.0,-0.00013964347097867894,0.00025311551927626873
5.129181818181819e-05,0.0,-0.00016221913030785688,0.00025599305502753856
5.130000000000001e-05,0.0,-0.00018353671643583732,0.00025884871313015
5.1308181818181825e-05,0.0,-0.00020332570678731555,0.000261650505931343
5.1316363636363643e-05,0.0,-0.00022132826262926287,0.0002644222935982831
5.132454545454546e-05,0.0,-0.00023730269680364102,0.0002671379103185181
5.133272727272728e-05,0.0,-0.00025102679975994843,0.0002698146188734081
5.13409090909091e-05,0.0,-0.0002623009766740139,0.00027243311637678775
5.1349090909090916e-05,0.0,-0.0002709511501680489,0.0002750032663244242
5.1357272727272735e-05,0.0,-0.00027683138555542304,0.00027751339073547995
5.136545454545455e-05,0.0,-0.00027982619860053603,0.0002799654576473587
5.137363636363637e-05,0.0,-0.00027985250947716394,0.00028235586523033115
5.138181818181819e-05,0.0,-0.0002768612108840598,0.0002846785167488071
5.139000000000001e-05,0.0,-0.00027083832308038403,0.0002869380082817516
5.1398181818181826e-05,0.0,-0.00026180571387322994,0.0002891203436147785
5.1406363636363644e-05,0.0,-0.00024982136725572773,0.00029123810376639715
5.141454545454546e-05,0.0,-0.0002349791903812422,0.0002932698871163472
5.142272727272728e-05,0.0,-0.00021740835478494197,0.00029523572026851966
5.14309090909091e-05,0.0,-0.00019727217414036767,0.00029710759994848804
5.143909090909092e-05,0.0,-0.0001747665272729303,0.00029891215409245454
5.1447272727272736e-05,0.0,-0.00015011784154984577,0.0003006158596613153
5.1455454545454554e-05,0.0,-0.00012358065803243034,0.0003022508304964026
5.146363636363637e-05,0.0,-9.543480581907749e-05,0.0003037793410985157
5.147181818181819e-05,0.0,-6.59822187347835e-05,0.00030523764921332907
5.148000000000001e-05,0.0,-3.554343284753977e-05,0.00030658532732331185
5.148818181818183e-05,0.0,-4.453808129119158e-06,0.0003078612622422822
5.1496363636363645e-05,0.0,2.6940478150007933e-05,0.0003090239481520464
5.150454545454546e-05,-0.0,5.828661506386778e-05,0.00031011327411514865
5.151272727272728e-05,-0.0,8.922946454013423e-05,0.00031108833781267166
5.15209090909091e-05,-0.0,0.00011941593436189075,0.0003119883574350685
5.152909090909092e-05,-0.0,0.00014849935987036974,0.0003127747059526944
5.1537272727272736e-05,-0.0,0.00017614383597078817,0.0003134842792894279
5.1545454545454555e-05,-0.0,0.00020202844126634073,0.00031408231906527835
5.155363636363637e-05,-0.0,0.00022585129720140422,0.00031460183706775514
5.156181818181819e-05,-0.0,0.0002473334069743724,0.00031501339240755084
5.157000000000001e-05,-0.0,0.00026622222166092994,0.00031534470535029256
5.157818181818183e-05,-0.0,0.0002822948844361614,0.00031557289568716324
5.1586363636363646e-05,-0.0,0.00029536110795391963,0.0003157191987844041
5.1594545454545464e-05,-0.0,0.0003052656447784582,0.0003157682789895651
5.160272727272728e-05,-0.0,0.0003118903161992377,0.00031573395902902623
5.16109090909091e-05,-0.0,0.00031515557071727873,0.0003156091285175637
5.161909090909092e-05,-0.0,0.00031502154988411206,0.0003153995769427021
5.162727272727274e-05,-0.0,0.0003114886459096922,0.00031510676474072685
5.1635454545454555e-05,-0.0,0.00030459754243648856,0.00031472816414172
5.1643636363636374e-05,-0.0,0.00029442873700239835,0.00031427379829635573
5.165181818181819e-05,-0.0,0.0002811015508808304,0.00031373289057302575
5.166000000000001e-05,-0.0,0.0002647726390858256,0.00031312366119408365
5.166818181818183e-05,-0.0,0.0002456340202572322,0.0003124275066902172
5.167636363636365e-05,-0.0,0.0002239106527926418,0.0003116701325193393
5.1684545454545465e-05,-0.0,0.0001998575898711486,0.00031082587018073664
5.169272727272728e-05,-0.0,0.00017375675182725546,0.00030992687879553984
5.17009090909091e-05,-0.0,0.00014591335959599318,0.0003089414976967791
5.170909090909092e-05,-0.0,0.00011665207758419641,0.0003079070291328235
5.171727272727274e-05,-0.0,8.631291825839555e-05,0.00030678716147882054
5.1725454545454556e-05,-0.0,5.524696391862744e-05,0.000305622804217358
